EstablecimientoCodigo;EstablecimientoGlosa;TipoEstablecimientoGlosa;TipoSistemaSaludGlosa;DependenciaAdministrativa;NivelAtencionEstabglosa;RegionGlosa;ComunaGlosa;NivelComplejidadEstabGlosa;TipoAtencionEstabGlosa
114315;Centro de Salud Familiar Malaquías Concha;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;La Granja;Baja Complejidad;Atención Abierta-Ambulatoria
111382;Centro de Salud Familiar Presidenta Michelle Bachelet;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;Maipú;Baja Complejidad;Atención Abierta-Ambulatoria
106409;Centro Comunitario de Salud Familiar San Sebastian;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de Valparaíso;Cartagena;Baja Complejidad;Atención Abierta-Ambulatoria
113309;Centro de Salud Familiar Julio Acuña Pinzón;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;Lo Espejo;Baja Complejidad;Atención Abierta-Ambulatoria
113809;SAR Julio Acuña Pinzón;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Público;Municipal;Primario;Región Metropolitana de Santiago;Lo Espejo;Baja Complejidad;Atención Abierta-Ambulatoria
106408;Posta de Salud Rural Lo Abarca;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región de Valparaíso;Cartagena;Baja Complejidad;Atención Abierta-Ambulatoria
114714;Centro Comunitario de Salud Familiar Modelo;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región Metropolitana de Santiago;San Ramón;Baja Complejidad;Atención Abierta-Ambulatoria
113807;SAPU Padre Esteban Gumucio;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;La Granja;Baja Complejidad;Atención Abierta-Ambulatoria
113307;Centro de Salud Familiar Padre Esteban Gumucio Vives;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;La Granja;Baja Complejidad;Atención Abierta-Ambulatoria
114303;Centro de Salud Familiar Bellavista;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;La Florida;Baja Complejidad;Atención Abierta-Ambulatoria
114409;Posta de Salud Rural Las Perdices;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región Metropolitana de Santiago;La Florida;Baja Complejidad;Atención Abierta-Ambulatoria
200132;SAPU María Pinto;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;Maria Pinto;Baja Complejidad;Atención Abierta-Ambulatoria
110385;Centro de Salud Familiar Adriana Madrid De Costabal;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;Maria Pinto;Baja Complejidad;Atención Abierta-Ambulatoria
113308;Centro de Salud Familiar Clara Estrella;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;Lo Espejo;Baja Complejidad;Atención Abierta-Ambulatoria
114831;SAPU La Florida;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;La Florida;Baja Complejidad;Atención Abierta-Ambulatoria
113808;SAPU Clara Estrella;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;Lo Espejo;Baja Complejidad;Atención Abierta-Ambulatoria
114331;Centro de Salud Familiar La Florida;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;La Florida;Baja Complejidad;Atención Abierta-Ambulatoria
114105;Hospital Clínico Metropolitano La Florida Dra. Eloísa Díaz Insunza;Hospital;Público;Servicio de Salud;Terciario;Región Metropolitana de Santiago;La Florida;Alta Complejidad;Atención Cerrada-Hospitalaria
111309;Centro de Salud Familiar Dra. Ana María Juricic;Centro de Salud Familiar (CESFAM);Público;Servicio de Salud;Primario;Región Metropolitana de Santiago;Maipú;Baja Complejidad;Atención Abierta-Ambulatoria
111809;SAPU Dra. Ana María Juricic;Servicio de Atención Primaria de Urgencia (SAPU);Público;Servicio de Salud;Primario;Región Metropolitana de Santiago;Maipú;Baja Complejidad;Atención Abierta-Ambulatoria
111400;Centro Comunitario de Salud Familiar Rinconada de Maipú;Centro Comunitario de Salud Familiar (CECOSF);Público;Servicio de Salud;Primario;Región Metropolitana de Santiago;Maipú;Baja Complejidad;Atención Abierta-Ambulatoria
113722;Centro Comunitario de Salud Familiar Dr. Salvador Allende;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región Metropolitana de Santiago;San Joaquín;Baja Complejidad;Atención Abierta-Ambulatoria
114802;SAPU Los Castaños;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;La Florida;Baja Complejidad;Atención Abierta-Ambulatoria
114302;Centro de Salud Familiar Los Castaños;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;La Florida;Baja Complejidad;Atención Abierta-Ambulatoria
200210;Centro Comunitario de Salud Familiar Coñimo;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región Metropolitana de Santiago;San Joaquín;Baja Complejidad;Atención Abierta-Ambulatoria
113302;Centro de Salud Familiar Recreo;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;San Miguel;Baja Complejidad;Atención Abierta-Ambulatoria
113642;COSAM Lo Espejo;Centro Comunitario de Salud Mental  (COSAM);Público;Municipal;Secundario;Región Metropolitana de Santiago;Lo Espejo;Mediana Complejidad;Atención Abierta-Ambulatoria
111351;Centro de Referencia de Salud de Maipú;Centro de Referencia de Salud (CRS);Público;Servicio de Salud;Secundario;Región Metropolitana de Santiago;Maipú;Mediana Complejidad;Atención Cerrada-Hospitalaria
111101;Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada;Hospital;Público;Servicio de Salud;Terciario;Región Metropolitana de Santiago;Maipú;Alta Complejidad;Atención Cerrada-Hospitalaria
112315;Centro de Salud Familiar San Luis;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;Peñalolén;Baja Complejidad;Atención Abierta-Ambulatoria
113810;SAPU Dental Valledor Tres;SAPU Dental;Público;Municipal;Primario;Región Metropolitana de Santiago;Lo Espejo;Baja Complejidad;Atención Abierta-Ambulatoria
113310;Centro de Salud Familiar Dra. Mariela Salgado Zepeda;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;Lo Espejo;Baja Complejidad;Atención Abierta-Ambulatoria
113820;SAPU Dra. Mariela Salgado;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;Lo Espejo;Baja Complejidad;Atención Abierta-Ambulatoria
113822;SAPU Santa Teresa de Los Andes;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;San Joaquín;Baja Complejidad;Atención Abierta-Ambulatoria
113322;Centro de Salud Familiar Santa Teresa de Los Andes;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;San Joaquín;Baja Complejidad;Atención Abierta-Ambulatoria
111308;Centro de Salud Familiar Dr. José Eduardo Ahués Salame;Centro de Salud Familiar (CESFAM);Público;Servicio de Salud;Primario;Región Metropolitana de Santiago;Maipú;Baja Complejidad;Atención Abierta-Ambulatoria
113802;SAR San Miguel;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Público;Municipal;Primario;Región Metropolitana de Santiago;San Miguel;Baja Complejidad;Atención Abierta-Ambulatoria
111804;SAPU Maipú;Servicio de Atención Primaria de Urgencia (SAPU);Público;Servicio de Salud;Primario;Región Metropolitana de Santiago;Maipú;Baja Complejidad;Atención Abierta-Ambulatoria
111304;Centro de Salud Familiar Maipú;Centro de Salud Familiar (CESFAM);Público;Servicio de Salud;Primario;Región Metropolitana de Santiago;Maipú;Baja Complejidad;Atención Abierta-Ambulatoria
112815;SAPU San Luis;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;Peñalolén;Baja Complejidad;Atención Abierta-Ambulatoria
200361;Centro Comunitario de Salud Familiar Atacama;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región Metropolitana de Santiago;San Miguel;Baja Complejidad;Atención Abierta-Ambulatoria
110505;Posta de Salud Rural Pichi;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región Metropolitana de Santiago;Alhué;Baja Complejidad;Atención Abierta-Ambulatoria
113803;SAR Dr. Amador Neghme R.;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Público;Municipal;Primario;Región Metropolitana de Santiago;Pedro Aguirre Cerda;Baja Complejidad;Atención Abierta-Ambulatoria
113303;Centro de Salud Familiar Amador Neghme;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;Pedro Aguirre Cerda;Baja Complejidad;Atención Abierta-Ambulatoria
111607;COSAM Maipú;Centro Comunitario de Salud Mental  (COSAM);Público;Municipal;Secundario;Región Metropolitana de Santiago;Maipú;Mediana Complejidad;Atención Abierta-Ambulatoria
113304;Centro de Salud Familiar Villa Sur;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;Pedro Aguirre Cerda;Baja Complejidad;Atención Abierta-Ambulatoria
112312;Centro de Salud Familiar Félix de Amesti;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;Macul;Baja Complejidad;Atención Abierta-Ambulatoria
111307;Centro de Salud Familiar Enfermera Sofía Pincheira;Centro de Salud Familiar (CESFAM);Público;Servicio de Salud;Primario;Región Metropolitana de Santiago;Cerrillos;Baja Complejidad;Atención Abierta-Ambulatoria
200189;SAR Enfermera Sofía Pincheira;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Público;Servicio de Salud;Primario;Región Metropolitana de Santiago;Cerrillos;Baja Complejidad;Atención Abierta-Ambulatoria
112101;Hospital Dr. Luis Tisné B. (Santiago, Peñalolén);Hospital;Público;Servicio de Salud;Terciario;Región Metropolitana de Santiago;Peñalolén;Alta Complejidad;Atención Cerrada-Hospitalaria
112300;Centro de Referencia de Salud Cordillera Oriente;Centro de Referencia de Salud (CRS);Público;Servicio de Salud;Secundario;Región Metropolitana de Santiago;Peñalolén;Mediana Complejidad;Atención Abierta-Ambulatoria
113703;Centro Comunitario de Salud Familiar Dr. Miguel Enríquez Espinosa;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región Metropolitana de Santiago;Pedro Aguirre Cerda;Baja Complejidad;Atención Abierta-Ambulatoria
200337;Centro Comunitario de Salud Familiar Martín Henríquez;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región Metropolitana de Santiago;San Joaquín;Baja Complejidad;Atención Abierta-Ambulatoria
106416;Centro Comunitario de Salud Familiar Las Cruces (El Tabo);Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región de Valparaíso;El Tabo;Baja Complejidad;Atención Abierta-Ambulatoria
113753;Centro Comunitario de Salud Familiar Reverendo Javier Peró;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región Metropolitana de Santiago;San Joaquín;Baja Complejidad;Atención Abierta-Ambulatoria
111296;Consultorio Escuela de formación policial de Carabineros de Chile;Centro de Salud Privado;Fuerzas Armadas y de Orden;Fuerzas Armadas y de Orden (FFAA);Secundario;Región Metropolitana de Santiago;Cerrillos;Pendiente;Atención Abierta-Ambulatoria
111784;Centro Comunitario de Salud Familiar Bueras;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región Metropolitana de Santiago;Maipú;Baja Complejidad;Atención Abierta-Ambulatoria
111608;COSAM Cerrillos;Centro Comunitario de Salud Mental  (COSAM);Público;Municipal;Secundario;Región Metropolitana de Santiago;Cerrillos;Mediana Complejidad;Atención Abierta-Ambulatoria
112319;Centro de Salud Familiar Padre Alberto Hurtado;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;Macul;Baja Complejidad;Atención Abierta-Ambulatoria
111805;SAPU Dr. Norman Voulliéme;Servicio de Atención Primaria de Urgencia (SAPU);Público;Servicio de Salud;Primario;Región Metropolitana de Santiago;Cerrillos;Baja Complejidad;Atención Abierta-Ambulatoria
111305;Centro de Salud Familiar Dr. Norman Voulliéme;Centro de Salud Familiar (CESFAM);Público;Servicio de Salud;Primario;Región Metropolitana de Santiago;Cerrillos;Baja Complejidad;Atención Abierta-Ambulatoria
113338;COSAM Pedro Aguirre Cerda;Centro Comunitario de Salud Mental  (COSAM);Público;Municipal;Secundario;Región Metropolitana de Santiago;Pedro Aguirre Cerda;Mediana Complejidad;Atención Abierta-Ambulatoria
113305;Centro de Salud Familiar Arturo Baeza Goñi;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;San Joaquín;Baja Complejidad;Atención Abierta-Ambulatoria
113341;COSAM San Joaquín;Centro Comunitario de Salud Mental  (COSAM);Público;Municipal;Secundario;Región Metropolitana de Santiago;San Joaquín;Mediana Complejidad;Atención Abierta-Ambulatoria
111379;Centro de Salud Familiar Clotario Blest;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;Maipú;Baja Complejidad;Atención Abierta-Ambulatoria
113306;Centro de Salud Familiar Padre Pierre Dubois (Ex La Feria);Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;Pedro Aguirre Cerda;Baja Complejidad;Atención Abierta-Ambulatoria
113806;SAPU La Feria;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;Pedro Aguirre Cerda;Baja Complejidad;Atención Abierta-Ambulatoria
110430;Posta de Salud Rural San Antonio de Naltagua;Posta de Salud Rural (PSR);Público;Municipal;Primario;Región Metropolitana de Santiago;Isla de Maipo;Baja Complejidad;Atención Abierta-Ambulatoria
111303;Centro de Salud Familiar Lo Valledor Norte;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;Pedro Aguirre Cerda;Baja Complejidad;Atención Abierta-Ambulatoria
200011;SAR Enrique Molina;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Público;Municipal;Primario;Región Metropolitana de Santiago;San Joaquín;Baja Complejidad;Atención Abierta-Ambulatoria
113301;Centro de Salud Familiar San Joaquín;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;San Joaquín;Baja Complejidad;Atención Abierta-Ambulatoria
113030;Unidad de Salud FuncionarioS.S Metropolitano Sur;Unidad de Salud Funcionarios;Público;Servicio de Salud;Secundario;Región Metropolitana de Santiago;San Miguel;Baja Complejidad;Atención Abierta-Ambulatoria
113010;Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Metropolitano Sur);Dirección Servicio de Salud;Público;Servicio de Salud;No Aplica;Región Metropolitana de Santiago;San Miguel;Baja Complejidad;Atención Abierta-Ambulatoria
113011;PRAIS (S.S Metropolitano Sur);Programa de Reparación y Atención Integral de Salud (PRAIS);Público;Servicio de Salud;No Aplica;Región Metropolitana de Santiago;San Miguel;Baja Complejidad;Atención Abierta-Ambulatoria
113702;Centro Comunitario de Salud Familiar Sierra Bella;Centro Comunitario de Salud Familiar (CECOSF);Público;Municipal;Primario;Región Metropolitana de Santiago;San Joaquín;Baja Complejidad;Atención Abierta-Ambulatoria
113160;Hospital de Enfermedades Infecciosas Dr. Lucio Córdova (Santiago, San Miguel);Hospital;Público;Servicio de Salud;Terciario;Región Metropolitana de Santiago;San Miguel;Mediana Complejidad;Atención Cerrada-Hospitalaria
113100;Hospital Barros Luco Trudeau (Santiago, San Miguel);Hospital;Público;Servicio de Salud;Terciario;Región Metropolitana de Santiago;San Miguel;Alta Complejidad;Atención Cerrada-Hospitalaria
113395;Centro de Imagenología Mamaria Metropolitano;Centro de Especialidades;Público;Servicio de Salud;Secundario;Región Metropolitana de Santiago;San Miguel;Alta Complejidad;Atención Abierta-Ambulatoria
113130;Hospital Dr. Exequiel González Cortés (Santiago, San Miguel);Hospital;Público;Servicio de Salud;Terciario;Región Metropolitana de Santiago;San Miguel;Alta Complejidad;Atención Cerrada-Hospitalaria
111378;Centro de Salud Familiar Dr. Iván Insunza;Centro de Salud Familiar (CESFAM);Público;Municipal;Primario;Región Metropolitana de Santiago;Maipú;Baja Complejidad;Atención Abierta-Ambulatoria
200141;SAPU Dr. Iván Insunza;Servicio de Atención Primaria de Urgencia (SAPU);Público;Municipal;Primario;Región Metropolitana de Santiago;Maipú;Baja Complejidad;Atención Abierta-Ambulatoria
